Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
3101 NE 145TH ST,Auto Fire Alarm,03/30/2004 10:46:01 PM,47.733775,-122.295148,POINT (-122.295148 47.733775),B040031404
1533 Ne 145th St,Motor Vehicle Accident,04/01/2004 12:24:15 PM,47.733947,-122.312299,POINT (-122.312299 47.733947),B040031894
1539 Ne 145th St,Motor Vehicle Accident,04/01/2004 12:24:02 PM,47.733946,-122.312217,POINT (-122.312217 47.733946),B040031895
216 Ne 185th St,"Mutual Aid, Medic",04/07/2004 01:03:56 AM,47.763244,-122.327624,POINT (-122.327624 47.763244),B040033877
501 N 145TH ST,Aid Response,04/08/2004 12:31:37 PM,47.73413,-122.353026,POINT (-122.353026 47.73413),B040034316
2343 N 145TH ST,Aid Response,04/08/2004 12:33:25 PM,47.734106,-122.330398,POINT (-122.330398 47.734106),B040034321
NE 125TH ST / RIVIERA PL NE,Aid Response,04/17/2004 01:16:41 PM,47.719061,-122.279371,POINT (-122.279371 47.719061),B040037386
816 Ne 190th St,"Mutual Aid, Medic",04/23/2004 01:04:14 PM,47.766749,-122.321361,POINT (-122.321361 47.766749),B040039345
16357 AURORA AV N,Aid Response,04/25/2004 06:56:09 PM,47.747387,-122.345452,POINT (-122.345452 47.747387),B040040137
11520 17TH AV NE,Aid Response,04/30/2004 02:16:34 PM,47.71217,-122.309847,POINT (-122.309847 47.71217),B040041804
4545 11TH AV S,Aid Response,04/30/2004 10:54:06 PM,47.562667,-122.318629,POINT (-122.318629 47.562667),B040042017
15257 Dayton Av N,Medic Response,05/09/2004 04:49:30 PM,47.739611,-122.35319,POINT (-122.35319 47.739611),B040045209
418 7TH AV S,Aid Response,05/13/2004 12:33:34 PM,47.599035,-122.323751,POINT (-122.323751 47.599035),B040046455
8TH AV NW / HOLMAN RD NW,Aid Response,05/14/2004 10:52:53 AM,47.699709,-122.366045,POINT (-122.366045 47.699709),B040046799
Nb I5 At Ne 145 St,Brush Fire,05/14/2004 02:05:28 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B040046871
902 Nw 165th Pl,"Mutual Aid, Medic",05/21/2004 11:49:51 AM,47.749425,-122.368436,POINT (-122.368436 47.749425),B040049276
1026 102nd Av NE,Aid Response,05/22/2004 12:59:11 AM,47.619639,-122.204391,POINT (-122.204391 47.619639),B040049527
Sr 520 Ramp,1RED 1 Unit,05/29/2004 08:59:16 PM,47.636829,-122.226476,POINT (-122.226476 47.636829),B040052231
102 8TH AV,Aid Response,05/30/2004 03:47:24 PM,47.601715,-122.322448,POINT (-122.322448 47.601715),B040052443
3524 WEST LAURELHURST DR NE,Medic Response,06/03/2004 08:13:25 PM,47.654207,-122.279868,POINT (-122.279868 47.654207),B040053809
2931 S MOUNT BAKER BLVD,Aid Response,06/09/2004 10:40:09 PM,47.575875,-122.294883,POINT (-122.294883 47.575875),B040056086
3001 NE 145TH ST,Motor Vehicle Accident,06/16/2004 04:04:33 PM,47.733786,-122.296505,POINT (-122.296505 47.733786),B040058391
SB I5 AT NE 75 ST,Motor Vehicle Accident Freeway,06/19/2004 04:40:29 PM,47.683884,-122.322912,POINT (-122.322912 47.683884),B040059595
1210 N 152nd St,"Mutual Aid, Medic",06/27/2004 09:39:09 PM,47.738956,-122.343724,POINT (-122.343724 47.738956),B040062987
13200 Ne 38th St,Wires Down,07/01/2004 07:26:30 PM,47.644352,-122.164417,POINT (-122.164417 47.644352),B040064557
20031 6th Av Ne,"Mutual Aid, Medic",07/19/2004 06:00:20 AM,47.773861,-122.323552,POINT (-122.323552 47.773861),B040071550
15343 25th Av Ne,"Mutual Aid, Engine",07/20/2004 02:53:16 AM,47.739927,-122.302021,POINT (-122.302021 47.739927),B040071852
BROADWAY / E PINE ST,Aid Response,07/22/2004 01:20:28 PM,47.615235,-122.320799,POINT (-122.320799 47.615235),B040072759
145 Ne 155th St,"Mutual Aid, Medic",07/25/2004 04:26:11 AM,47.741353,-122.327511,POINT (-122.327511 47.741353),B040073990
405 OLIVE WAY,Aid Response,07/29/2004 01:45:42 AM,47.612207,-122.338484,POINT (-122.338484 47.612207),B040075443
216 4th St S,Aid Response,08/04/2004 03:07:53 PM,47.673852,-122.200606,POINT (-122.200606 47.673852),B040078035
3528 Ne 190th Pl,"Mutual Aid, Engine",08/06/2004 01:25:35 AM,47.766859,-122.290719,POINT (-122.290719 47.766859),B040078649
SB I5 AT NE 145 ST,Motor Vehicle Accident Freeway,08/06/2004 02:07:26 PM,47.729999,-122.324488,POINT (-122.324488 47.729999),B040078857
115 3RD AV S,Aid Response,08/14/2004 03:57:59 PM,47.601588,-122.330265,POINT (-122.330265 47.601588),B040081852
17962 Midvale Av N,"Mutual Aid, Medic",08/19/2004 06:40:32 AM,47.759419,-122.345373,POINT (-122.345373 47.759419),B040083574
15100 1st Av Ne,"Mutual Aid, Medic",08/19/2004 08:03:36 PM,47.738877,-122.329026,POINT (-122.329026 47.738877),B040083841
15123 Stone Ln N,"Mutual Aid, Medic",08/19/2004 08:31:38 PM,47.737937,-122.341941,POINT (-122.341941 47.737937),B040083844
16303 Interlake Av N,Medic Response,08/29/2004 08:17:57 PM,47.747654,-122.341297,POINT (-122.341297 47.747654),B040087257
11223 8TH AV NE,Aid Response,09/10/2004 08:19:37 AM,47.710199,-122.320598,POINT (-122.320598 47.710199),B040091121
5TH AV NE / NE 145TH ST,Aid Response,09/13/2004 09:38:18 AM,47.734053,-122.323484,POINT (-122.323484 47.734053),B040092110
MERIDIAN AV N / N 145TH ST,Motor Vehicle Accident,09/23/2004 01:40:21 PM,47.734137,-122.334276,POINT (-122.334276 47.734137),B040095489
16517 27th Av Ne,"Mutual Aid, Medic",09/27/2004 11:55:00 AM,47.748424,-122.300062,POINT (-122.300062 47.748424),B040096740
11545 NORTH PARK AV N,Aid Response,09/29/2004 09:05:22 PM,47.712732,-122.348992,POINT (-122.348992 47.712732),B040097583
1250 Ne 145th St,"Mutual Aid, Medic",10/04/2004 09:46:34 PM,47.733973,-122.31499,POINT (-122.31499 47.733973),B040099419
17037 35th Av Ne,"Mutual Aid, Medic",10/04/2004 10:01:27 PM,47.753589,-122.291532,POINT (-122.291532 47.753589),B040099425
1701 NE 45TH ST,Medic Response,10/27/2004 03:17:24 PM,47.661259,-122.309512,POINT (-122.309512 47.661259),B040106669
15700 Dayton Av N,"Mutual Aid, Engine",11/01/2004 06:37:14 PM,47.742563,-122.353226,POINT (-122.353226 47.742563),B040108552
14208 Se 77th St,Trans to AMR,11/04/2004 07:18:51 PM,47.533365,-122.151294,POINT (-122.151294 47.533365),B040109644
3660 EAST MARGINAL WAY S,Aid Response,11/05/2004 04:47:12 PM,47.571056,-122.339674,POINT (-122.339674 47.571056),B040109945
15th Av / Market St,Motor Vehicle Accident,11/05/2004 06:52:18 PM,47.686995,-122.209818,POINT (-122.209818 47.686995),B040109995
Dayton Av N / N Richmond Beach Rd,Single Medic Unit,11/06/2004 11:39:05 PM,47.764248,-122.355976,POINT (-122.355976 47.764248),B040110410
1701 NE 45TH ST,Aid Response,11/09/2004 12:03:21 PM,47.661259,-122.309512,POINT (-122.309512 47.661259),B040111150
NB I5 AT NE 135 ST,Motor Vehicle Accident Freeway,11/10/2004 05:42:50 PM,47.723125,-122.32416,POINT (-122.32416 47.723125),B040111556
555 16TH AV,Medic Response,11/14/2004 09:34:59 AM,47.606756,-122.31155,POINT (-122.31155 47.606756),B040112683
N 143RD ST / MERIDIAN AV N,Aid Response,11/19/2004 04:21:59 PM,47.732315,-122.334256,POINT (-122.334256 47.732315),B040114465
1415 2ND AV,Medic Response,12/10/2004 12:25:04 PM,47.608434,-122.338125,POINT (-122.338125 47.608434),B040121345
103 8TH AV,Medic Response,12/16/2004 01:15:40 PM,47.601727,-122.322449,POINT (-122.322449 47.601727),B040123373
N 145TH ST / LINDEN AV N,Aid Response,12/18/2004 02:08:15 PM,47.734129,-122.347802,POINT (-122.347802 47.734129),B040124067
14800 1st Av Ne,"Medic Response, 7 per Rule",12/19/2004 10:58:15 AM,47.73637,-122.328948,POINT (-122.328948 47.73637),B040124360
15TH AV NE / NE 145TH ST,Aid Response,12/23/2004 11:21:21 PM,47.733952,-122.312749,POINT (-122.312749 47.733952),B040125805
5TH AV NE / NE 145TH ST,Motor Vehicle Accident,12/27/2004 11:34:09 AM,47.734053,-122.323484,POINT (-122.323484 47.734053),B040126746
15402 Linden Av N,"Mutual Aid, Medic",12/30/2004 03:45:37 PM,47.740622,-122.347114,POINT (-122.347114 47.740622),B040127762
515 3RD AV,Aid Response,12/31/2004 07:19:19 AM,47.602158,-122.330849,POINT (-122.330849 47.602158),B040127929
700 N 160th St,"Mutual Aid, Engine",01/03/2005 06:01:15 PM,47.745041,-122.3501,POINT (-122.3501 47.745041),B050000906
8660 ISLAND DR S,Aid Response,01/06/2005 12:57:06 AM,47.525222,-122.260894,POINT (-122.260894 47.525222),B050001628
15313 15th Av Ne,"Mutual Aid, Engine",01/06/2005 07:18:18 PM,47.739878,-122.312909,POINT (-122.312909 47.739878),B050001879
326 9TH AV,Aid Response,01/14/2005 09:27:03 AM,47.603595,-122.322956,POINT (-122.322956 47.603595),B050004355
16359 Aurora Av N,Single Medic Unit,01/26/2005 01:28:54 AM,47.747405,-122.345453,POINT (-122.345453 47.747405),B050008336
Sb I5 To 145,Motor Vehicle Accident Freeway,01/28/2005 04:51:12 AM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050009068
Sb I5 At 145,Motor Vehicle Accident Freeway,01/28/2005 04:51:53 AM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050009069
17028 4th Av Ne,"Mutual Aid, Medic",01/29/2005 06:22:48 PM,47.75243,-122.325346,POINT (-122.325346 47.75243),B050009601
16357 Aurora Av N,"Mutual Aid, Medic",01/30/2005 07:29:35 AM,47.747387,-122.345452,POINT (-122.345452 47.747387),B050009778
16729 Ashworth Av N,"Mutual Aid, Medic",02/12/2005 11:55:28 PM,47.750691,-122.340131,POINT (-122.340131 47.750691),B050014414
933 111th Av Ne,Medic Response,02/13/2005 12:33:15 AM,47.618525,-122.192076,POINT (-122.192076 47.618525),B050014421
Nb I5 Fr 145,Motor Vehicle Accident Freeway,02/15/2005 09:37:08 PM,47.735651,-122.325389,POINT (-122.325389 47.735651),B050015401
Nb I5 To 145 Bus Stop,Motor Vehicle Accident Freeway,02/15/2005 09:49:11 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B050015405
Nb I5 At 145,Motor Vehicle Accident Freeway,02/15/2005 10:25:33 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B050015420
Nb I5 To 145 Bus Stop,Motor Vehicle Accident Freeway,02/15/2005 11:20:02 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B050015443
1st Av Nw / Nw 155th St,"Mutual Aid, Medic",02/24/2005 12:34:03 PM,47.741416,-122.358857,POINT (-122.358857 47.741416),B050018276
11211 Ne 68th St,Fire in Building,02/25/2005 06:22:59 PM,47.666743,-122.190674,POINT (-122.190674 47.666743),B050018799
13503 NORTH PARK AV N,Aid Response,03/07/2005 11:13:51 AM,47.727013,-122.349529,POINT (-122.349529 47.727013),B050022414
3024 NE 145TH ST,Alarm Bell,03/08/2005 10:30:29 PM,47.733783,-122.296187,POINT (-122.296187 47.733783),B050022997
Sb I5 At 145,Car Fire,03/20/2005 10:03:27 PM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050027086
19061 7th Av Ne,"Mutual Aid, Engine",03/24/2005 04:25:23 PM,47.768791,-122.322989,POINT (-122.322989 47.768791),B050028335
SB I5 AT 145,Car Fire,03/26/2005 05:19:59 PM,47.734026,-122.325089,POINT (-122.325089 47.734026),B050029010
14577 Ne 35th St,Medic Response,04/03/2005 09:45:54 PM,47.641608,-122.145,POINT (-122.145 47.641608),B050031709
EB SR520 AT MID SPAN,Rescue Fresh Water,04/13/2005 03:41:12 PM,47.644945,-122.291116,POINT (-122.291116 47.644945),B050034924
Sb I5 At 145,Medic Response,04/16/2005 07:06:27 AM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050035765
1223 N 166th Ct,Medic Response,04/16/2005 09:32:53 PM,47.750079,-122.34354,POINT (-122.34354 47.750079),B050035974
14400 LINDEN AV N,Motor Vehicle Accident,04/19/2005 06:40:55 PM,47.733222,-122.347791,POINT (-122.347791 47.733222),B050036863
Sb I5 At 145,Car Fire,04/22/2005 02:34:05 PM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050037685
16101 Greenwood Av N,"Mutual Aid, Engine",04/24/2005 12:53:19 PM,47.745216,-122.355661,POINT (-122.355661 47.745216),B050038351
2800 NE 128th St,Medic Response,04/29/2005 05:14:09 PM,47.715239,-122.235885,POINT (-122.235885 47.715239),B050040079
NW 45TH ST / 5TH AV NW,1RED 1 Unit,05/02/2005 10:37:29 AM,47.661462,-122.363436,POINT (-122.363436 47.661462),B050040984
1025 Ne 155th St,"Mutual Aid, Engine",05/05/2005 05:25:27 PM,47.741254,-122.317974,POINT (-122.317974 47.741254),B050042167
1025 Ne 155th St,"Mutual Aid, Engine",05/05/2005 06:03:37 PM,47.741254,-122.317974,POINT (-122.317974 47.741254),B050042180
17734 12th Av Ne,"Mutual Aid, Medic",05/06/2005 12:08:00 AM,47.757957,-122.316123,POINT (-122.316123 47.757957),B050042274
9749 Ne 24th St,"Mutual Aid, Hazmat",05/14/2005 11:00:32 PM,47.631959,-122.210727,POINT (-122.210727 47.631959),B050045367
18498 83rd Av Ne,"Mutual Aid, Hazmat",05/14/2005 11:01:46 PM,47.762134,-122.230155,POINT (-122.230155 47.762134),B050045368
17498 15th Av Ne,"Mutual Aid, Hazmat",05/14/2005 11:03:01 PM,47.75573,-122.313479,POINT (-122.313479 47.75573),B050045369
601 5th Av,Aid Response,05/27/2005 09:30:31 AM,47.678255,-122.196184,POINT (-122.196184 47.678255),B050049754
601 5th Av,1RED 1 Unit,05/27/2005 09:35:04 AM,47.678255,-122.196184,POINT (-122.196184 47.678255),B050049758
601 5TH AV,1RED 1 Unit,05/27/2005 09:40:37 AM,47.603698,-122.329187,POINT (-122.329187 47.603698),B050049759
NB I5 AT 145,Motor Vehicle Accident Freeway,05/27/2005 03:23:23 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B050049896
15025 Linden Av N,"Mutual Aid, Medic",06/01/2005 05:26:36 AM,47.737913,-122.347942,POINT (-122.347942 47.737913),B050051478
5TH AV NE / NE 45TH ST,Motor Vehicle Accident,06/04/2005 02:45:56 PM,47.661333,-122.322956,POINT (-122.322956 47.661333),B050052740
16223 6th Av Nw,"Mutual Aid, Engine",06/06/2005 02:41:41 PM,47.746058,-122.365235,POINT (-122.365235 47.746058),B050053443
N 145TH ST / MERIDIAN AV N,Motor Vehicle Accident,06/15/2005 02:07:36 PM,47.734137,-122.334276,POINT (-122.334276 47.734137),B050056526
504 N 179th Pl,"Mutual Aid, Medic",06/17/2005 09:14:58 PM,47.759015,-122.354399,POINT (-122.354399 47.759015),B050057353
047�43'40 & 122�19'24,Medic Response,06/21/2005 02:01:13 PM,47.728037,-122.323502,POINT (-122.323502 47.728037),B050058671
18027 Ashworth Av N,"Mutual Aid, Medic",06/27/2005 10:19:12 PM,47.759774,-122.340335,POINT (-122.340335 47.759774),B050060757
15230 15th Av Ne,"Mutual Aid, Medic",07/01/2005 09:34:19 PM,47.739081,-122.312887,POINT (-122.312887 47.739081),B050062045
NB I5 AT 145,Motor Vehicle Accident Freeway,07/03/2005 12:33:45 PM,47.72959,-122.324067,POINT (-122.324067 47.72959),B050062611
Sb I5 At Bus Barn,Brush Fire,07/03/2005 11:14:04 PM,47.745365,-122.329816,POINT (-122.329816 47.745365),B050062809
847 Ne 85th St,Automatic Fire Alarm Resd,07/11/2005 05:31:44 PM,47.679528,-122.193249,POINT (-122.193249 47.679528),B050065830
Sr 520,"Mutual Aid, Engine",07/14/2005 01:20:11 PM,47.642602,-122.201866,POINT (-122.201866 47.642602),B050066778
16357 Aurora Av N,"Mutual Aid, Medic",07/17/2005 03:26:02 AM,47.747387,-122.345452,POINT (-122.345452 47.747387),B050067681
1250 Ne 145th St,"Mutual Aid, Medic",07/20/2005 12:08:07 PM,47.733973,-122.31499,POINT (-122.31499 47.733973),B050068800
Nb I5 At 145,Aid Response,07/22/2005 06:02:30 PM,47.734517,-122.324834,POINT (-122.324834 47.734517),B050069529
10th Av / Market St,Aid Response,07/23/2005 03:11:04 PM,47.682719,-122.20965,POINT (-122.20965 47.682719),B050069821
NB I5 AT 130,Medic Response,07/29/2005 09:47:39 PM,47.711926,-122.328446,POINT (-122.328446 47.711926),B050072001
Sb I5 At 175,"Mutual Aid, Medic",07/29/2005 10:02:07 PM,47.757283,-122.328773,POINT (-122.328773 47.757283),B050072014
Sb I5 At 145,"Mutual Aid, Aid",07/29/2005 10:14:37 PM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050072016
17218 5th Av Ne,"Mutual Aid, Medic",07/30/2005 11:31:06 PM,47.754104,-122.324039,POINT (-122.324039 47.754104),B050072485
18538 61st Pl Ne,Medic Response,08/06/2005 05:06:51 PM,47.762906,-122.262597,POINT (-122.262597 47.762906),B050074974
6800 Ne 170th St,"Mutual Aid, Medic",08/06/2005 05:06:30 PM,47.751648,-122.249996,POINT (-122.249996 47.751648),B050074975
10299 Ne 16th Pl,"Mutual Aid, Medic",08/06/2005 10:51:25 PM,47.625049,-122.203762,POINT (-122.203762 47.625049),B050075092
1410 N 157th St,"Mutual Aid, Engine",08/07/2005 04:30:13 PM,47.743243,-122.341144,POINT (-122.341144 47.743243),B050075318
354 Ne 161st St,Medic Response,08/11/2005 09:01:11 PM,47.745424,-122.325786,POINT (-122.325786 47.745424),B050076705
169 18TH AV,Fire in Single Family Res,08/12/2005 08:15:53 PM,47.602991,-122.308967,POINT (-122.308967 47.602991),B050077082
Nb I5 At 145,Car Fire,08/15/2005 10:23:37 AM,47.734517,-122.324834,POINT (-122.324834 47.734517),B050077908
3611 Ne 155th St,"Mutual Aid, Engine",08/17/2005 06:54:05 AM,47.740848,-122.289834,POINT (-122.289834 47.740848),B050078551
15100 1st Av Ne,"Mutual Aid, Aid",08/17/2005 07:17:51 AM,47.738699,-122.329021,POINT (-122.329021 47.738699),B050078566
15800 9th Av Ne,"Mutual Aid, Medic",08/18/2005 02:55:44 AM,47.743455,-122.319636,POINT (-122.319636 47.743455),B050078891
17255 Aurora Av N,"Mutual Aid, Medic",08/18/2005 09:00:57 PM,47.754209,-122.345616,POINT (-122.345616 47.754209),B050079189
17416 Ashworth Av N,"Mutual Aid, Medic",08/20/2005 11:58:19 PM,47.755218,-122.340232,POINT (-122.340232 47.755218),B050079952
17022 4th Av Ne,"Mutual Aid, Medic",08/24/2005 02:59:01 AM,47.752389,-122.325345,POINT (-122.325345 47.752389),B050081014
15510 Densmore Av N,"Mutual Aid, Aid",08/31/2005 07:16:07 PM,47.741508,-122.338534,POINT (-122.338534 47.741508),B050083774
NB I5 TO 205,"Mutual Aid, Ladder",09/11/2005 03:41:34 PM,47.77213,-122.319965,POINT (-122.319965 47.77213),B050087459
205 Nw Richmond Beach Rd,"Mutual Aid, Medic",09/16/2005 07:22:02 AM,47.765055,-122.359871,POINT (-122.359871 47.765055),B050088994
15TH AV NW / NW MARKET ST,Aid Response,09/16/2005 08:40:08 PM,47.668667,-122.376214,POINT (-122.376214 47.668667),B050089223
SB I5 AT 130,Rescue Extrication,09/17/2005 11:33:58 PM,47.720021,-122.324486,POINT (-122.324486 47.720021),B050089639
18124 14th Av Nw,"Mutual Aid, Engine",09/19/2005 09:14:38 AM,47.761201,-122.374825,POINT (-122.374825 47.761201),B050090022
619 3RD AV,Aid Response,09/23/2005 09:36:01 PM,47.6029,-122.331529,POINT (-122.331529 47.6029),B050091574
MERIDIAN AV N / N 45TH ST,Aid Response,09/24/2005 01:23:56 AM,47.661387,-122.333718,POINT (-122.333718 47.661387),B050091629
17201 15th Av Ne,"Mutual Aid, Medic",09/24/2005 03:08:05 AM,47.753958,-122.313398,POINT (-122.313398 47.753958),B050091647
NE 112TH ST / RIVIERA PL NE,Aid Response,09/25/2005 03:20:31 PM,47.71086,-122.276706,POINT (-122.276706 47.71086),B050092138
1250 Ne 145th St,"Mutual Aid, Medic",09/28/2005 12:01:02 PM,47.733973,-122.31499,POINT (-122.31499 47.733973),B050093039
2123 E MARION ST,Medic Response,09/30/2005 07:34:46 AM,47.610026,-122.304712,POINT (-122.304712 47.610026),B050093723
17127 15th Av Ne,"Mutual Aid, Medic",09/30/2005 08:26:26 PM,47.752811,-122.313345,POINT (-122.313345 47.752811),B050093933
N 145th St / Meridian Av N,Motor Vehicle Accident,10/02/2005 10:52:52 PM,47.734137,-122.334276,POINT (-122.334276 47.734137),B050094659
17201 15th Av Ne,"Mutual Aid, Medic",10/08/2005 06:44:31 AM,47.753216,-122.313364,POINT (-122.313364 47.753216),B050096462
505 Ne 183rd Ct,"Mutual Aid, Medic",10/09/2005 11:57:43 PM,47.761399,-122.323951,POINT (-122.323951 47.761399),B050097016
17814 Ashworth Av N,"Mutual Aid, Medic",10/11/2005 10:21:26 PM,47.75792,-122.340293,POINT (-122.340293 47.75792),B050097669
15230 15th Av Ne,"Mutual Aid, Medic",10/16/2005 03:13:46 AM,47.739081,-122.312887,POINT (-122.312887 47.739081),B050099037
Sb I5 At 145,Aid Response,10/19/2005 10:01:13 AM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050099982
16357 Aurora Av N,"Mutual Aid, Medic",10/29/2005 12:21:58 AM,47.747387,-122.345452,POINT (-122.345452 47.747387),B050103240
N 45TH ST / MERIDIAN AV N,Medic Response,11/03/2005 07:03:29 AM,47.661387,-122.333718,POINT (-122.333718 47.661387),B050105007
1250 Ne 145th St,"Mutual Aid, Medic",11/03/2005 11:59:42 AM,47.733973,-122.31499,POINT (-122.31499 47.733973),B050105077
804 NE 106TH ST,Aid Response,11/03/2005 07:18:29 PM,47.705846,-122.320231,POINT (-122.320231 47.705846),B050105226
15540 Ashworth Av N,"Mutual Aid, Medic",11/05/2005 03:45:33 PM,47.741781,-122.339895,POINT (-122.339895 47.741781),B050105926
105 Ne 158th St,"Mutual Aid, Medic",11/08/2005 08:09:08 PM,47.743648,-122.329094,POINT (-122.329094 47.743648),B050106902
Sb I5 At 145,Car Fire,11/18/2005 05:13:29 PM,47.736477,-122.326287,POINT (-122.326287 47.736477),B050109878
1554 N 145th St,Aid Response,11/21/2005 05:48:15 PM,47.734133,-122.340172,POINT (-122.340172 47.734133),B050110849
Nb I5 At 145,"Mutual Aid, Medic",11/25/2005 06:53:11 PM,47.72959,-122.324067,POINT (-122.324067 47.72959),B050112070
